job_name                                                    ;walltime  ;nproc_io  ;nprocs    ;nnode     ;nthreads  ;nnode_fc  ;ntask_fc  ;nopmp_fc  ;nnode_io  ;ntask_io  ;nopmp_io  ;
GM_FCTI_HYD_SL3_VFD_ADIAB_TL030S                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_EXTCLA_VESL_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_EXTCLA_VESL_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_VESL_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_VESL_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_EXTCLA_XIDT_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_EXTCLA_XIDT_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_RW2TLFF_TL030S        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_RW2TLFF_TL030S        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFE_ADIAB_SETTLS_NDEC_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ADIAB_SETTLS_NDEC_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_RVFE_ADIAB_SETTLS_NDEC_TL030S               ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_RVFE_ADIAB_SETTLS_NDEC_TL030S               ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_NDPSFI_TL030S         ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_NDPSFI_TL030S         ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SPRTSPQ_TL030S        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SPRTSPQ_TL030S        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SPRTGPQ_TL030S        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SPRTGPQ_TL030S        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_MSLHD_TL030S          ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_MSLHD_TL030S          ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SSLHD_TL030S          ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SSLHD_TL030S          ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_OSLHD_TL030S          ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_OSLHD_TL030S          ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SLHD_TL030S           ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_SETTLS_XIDT_SLHD_TL030S           ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_PCF_NDEC_TL030S                   ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ADIAB_PCF_NDEC_TL030S                   ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFE_ADIAB_SETTLS_NDEC_RW2TLFF_RFRIC_TL030S  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ADIAB_SETTLS_NDEC_RW2TLFF_RFRIC_TL030S  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GE_FCST_HYD_SL2_VFD_ECPHY_SI_TCO399                         ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GE_FCST_HYD_SL2_VFD_ADIAB_SLXYZ_SPLIT_TCO399                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GE_FCST_HYD_SL2_VFD_ECPHY_NCOR_TCO399                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GE_FCST_HYD_SL2_VFE_ECPHY_SLRK_TCO399                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GE_FCST_HYD_SL2_VFE_ECPHY_SLXYZ_TCO399                      ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_EUL_VFD_ARPPHYISBA_TL030S                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL3_VFD_ARPPHYISBA_TL030S                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYISBA_SETTLS_NDEC_TL030S           ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2RK_VFE_ARPPHYISBA_TL107U                     ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFD_ARPPHYISBA_SETTLS_XIDT_NDPSFI_TL030S    ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFE_ARPPHYISBA_WENO_TL107U                  ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFE_ARPPHYISBA_WENO_CONS_TL107U             ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_NHE_EUL_VFD_ADIAB_SI_TL030S                         ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_EUL_VFD_ADIAB_SI_TL030S                         ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_EUL_VFD_ADIAB_PCF_TL030S                        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_EUL_VFD_ADIAB_PCF_TL030S                        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_EUL_VFD_ADIAB_SI_TL030S                         ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_EUL_VFD_ADIAB_SI_TL030S                         ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_EUL_VFD_ADIAB_PCF_TL030S                        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_EUL_VFD_ADIAB_PCF_TL030S                        ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL3_VFD_ADIAB_RDBBC2_TL030S                     ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL3_VFD_ADIAB_RDBBC2_TL030S                     ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL3_VFD_ADIAB_RDBBC2_TL030S                     ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL3_VFD_ADIAB_RDBBC2_TL030S                     ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_RDBBC2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ADIAB_RDBBC2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_RDBBC2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ADIAB_RDBBC2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_RDBBC2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ADIAB_RDBBC2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV5_SI_TL030S                  ;        20;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ADIAB_GWADV2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFE_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFE_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFE_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFE_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ADIAB_NGWADV2_PCF_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFE_ADIAB_NGWADV2_PCF_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFD_ADIAB_RDBBC2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ADIAB_RDBBC2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFD_ADIAB_RDBBC2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ADIAB_RDBBC2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFD_ADIAB_RDBBC2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ADIAB_RDBBC2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFD_ADIAB_GWADV2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ADIAB_GWADV2_SI_TL030S                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFD_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFD_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFE_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFE_ADIAB_GWADV2_PCF_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHQ_SL2_VFE_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFE_ADIAB_GWADV2_PCC_TL030S                 ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_EUL_VFD_ARPPHYISBA_SI_TL030S                    ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_EUL_VFD_ARPPHYISBA_PCF_TL030S                   ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_EUL_VFD_ARPPHYISBA_SI_TL030S                    ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_EUL_VFD_ARPPHYISBA_PCF_TL030S                   ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL3_VFD_ARPPHYISBA_RDBBC2_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL3_VFD_ARPPHYISBA_RDBBC2_TL030S                ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ARPPHYISBA_GWADV2_PCF_TL030S            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHE_SL2_VFD_ARPPHYISBA_GWADV2_PCC_TL030S            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ARPPHYISBA_GWADV2_PCF_TL030S            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCTI_NHQ_SL2_VFD_ARPPHYISBA_GWADV2_PCC_TL030S            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C501_HYD_EUL_VFD_ADIAB_TL031U                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C501_HYD_EUL_VFD_ADIAB_TL030S                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C501_HYD_SL2_VFE_ADIAB_TL031U                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C501_HYD_SL2_VFE_ADIAB_TL030S                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C501_HYD_SL2_VFE_ADIAB_SLHD_TL031U                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C501_HYD_SL2_VFE_ADIAB_SLHD_TL030S                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C401_HYD_EUL_VFD_ADIAB_TL031U                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C401_HYD_EUL_VFD_ADIAB_TL030S                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C401_HYD_SL2_VFE_ADIAB_TL031U                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C401_HYD_SL2_VFE_ADIAB_TL030S                            ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C401_HYD_SL2_VFE_ADIAB_SLHD_TL031U                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C401_HYD_SL2_VFE_ADIAB_SLHD_TL030S                       ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C601_HYD_EUL_VFD_ADIAB                                   ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C601_HYD_EUL_VFD_VSIPHY                                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C601_HYD_SL2_VFE_ADIAB                                   ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C601_HYD_SL2_VFE_VSIPHY                                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_C501_HYD_EUL_VFD_SIM5PHYISBA                             ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_C501_HYD_SL2_VFE_SIM5PHYISBA                             ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_C401_HYD_EUL_VFD_SIM4PHYISBA                             ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_C401_HYD_SL2_VFE_SIM4PHYISBA                             ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPGAUSS_L2H                                     ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPGAUSS_H2L                                     ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_MODEL                                           ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_GPGAUSS                                         ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_GPLALON_ARPPHYISBA                              ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_NHE_GPLALON_ARPPHYISBA                              ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_NHQ_GPLALON_ARPPHYISBA                              ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPIN_HYD_GPLALON_ARPPHYISBA                              ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPIN_NHE_GPLALON_ARPPHYISBA                              ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPIN_NHQ_GPLALON_ARPPHYISBA                              ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYISBA_SLT_TL798S                   ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYISBA_SLT_IOSV_TL798S              ;        30;         4;       128;         8;         8;         7;        16;         8;         1;         8;        16;
GM_FCTI_HYD_SL2_VFE_ARPPHYISBA_FLT_TL798S                   ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYISBA_FLT_IOSV_TL798S              ;        30;         4;       128;         8;         8;         7;        16;         8;         1;         8;        16;
GM_FCTI_HYD_SL2_VFE_ARPPHYISBA_SLT_REST_TL798S              ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYSFEX_SLT_TL798S                   ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYSFEX_WENO_TL798S                  ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYSFEX_SLT_IOSV_TL798S              ;        30;         4;       128;         8;         8;         7;        16;         8;         1;         8;        16;
GM_FCTI_HYD_SL2_VFE_ARPPHYSFEX_SLT_REST_TL798S              ;        60;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYSFEX_SLT_RESTIOS_TL798S           ;        30;         4;       128;         8;         8;         7;        16;         8;         1;         8;        16;
GM_FCTI_HYD_SL2_VFE_ARPPHYSFEX_SLT_TL1198S                  ;        30;         0;       384;        24;         8;        24;        16;         8;         0;         0;         0;
GM_FCTI_HYD_SL2_VFE_ARPPHYSFEX_SLT_IOSV_TL1198S             ;        30;        12;       384;        24;         8;        23;        16;         8;         1;         8;        16;
GM_FCST_HYD_SL2_VFE_PEARP_PHYSFEX_SLT_TL798S                ;        30;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_C923_TL798S                                              ;        20;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GM_C923_SFEX_JAN_TL798S                                     ;        20;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GE_C901                                                     ;        10;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_DCMIP200TL239U             ;        20;         0;        64;         4;         8;         4;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_DCMIP400TL179U             ;        20;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_DCMIP210TL319U             ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_DCMIP410TL799U             ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_HYD_SL2_VFD_ADIAB_SETTLS_DCMIP410TL2249U            ;        60;         0;      1600;       100;         8;       100;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCC_DCMIP200TL239U         ;        20;         0;        64;         4;         8;         4;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCF_DCMIP200TL239U         ;        20;         0;        64;         4;         8;         4;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCC_DCMIP400TL179U         ;        20;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCF_DCMIP400TL179U         ;        20;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCC_DCMIP210TL319U         ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCF_DCMIP210TL319U         ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCC_DCMIP410TL799U         ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCF_DCMIP410TL799U         ;        20;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCC_DCMIP410TL2249U        ;        60;         0;      1600;       100;         8;       100;        16;         8;         0;         0;         0;
GM_FCST_NHE_SL2_VFD_ADIAB_GWADV2_PCF_DCMIP410TL2249U        ;        60;         0;      1600;       100;         8;       100;        16;         8;         0;         0;         0;
GM_FPMF_HYD_GPLALON_INRD                                    ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPMF_HYD_GPLALON_CPRD                                    ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_MODEL_CHANGELEVELS                              ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FPOF_HYD_MODEL_ADDGPQ                                    ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FPOF_HYD_MODEL_ADDNHVAR                                  ;        10;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_DILA                                                     ;        10;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GM_DILA_HRES                                                ;        10;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GM_RGRI                                                     ;        30;         0;        32;         2;         8;         2;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPLELAM_OC0250                                  ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPLELAM_OC0275                                  ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPLELAM_OC0375                                  ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPLELAM_OC0500                                  ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPLELAM_OC0750                                  ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPLELAM_OC1000                                  ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SPLELAM_OC1300                                  ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SURFLELAM_OC0250                                ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SURFLELAM_OC0275                                ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SURFLELAM_OC0375                                ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SURFLELAM_OC0500                                ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SURFLELAM_OC0750                                ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SURFLELAM_OC1000                                ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_FPOF_HYD_SURFLELAM_OC1300                                ;        10;         0;       128;         8;         8;         8;        16;         8;         0;         0;         0;
GM_PGDI_TL798S                                              ;        40;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GM_C923_SFEX_TL798S                                         ;        40;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GM_PGDS_TL798S                                              ;        40;         0;         1;         1;       128;         1;         1;       128;         0;         0;         0;
GM_PGDC_TL798S                                              ;        10;         0;         1;         1;         1;         1;         1;         1;         0;         0;         0;
